geneid,log2FoldChange,padj_a,diff.log2.fc,padj_b,label
ENSMUSG00000052539,0.777968432,2.75E-06,0.091955695,0.000147911,
ENSMUSG00000024483,0.777893996,0.048656178,0.867270872,1.12E-09,
ENSMUSG00000029505,0.777293353,0.005917741,-0.386854947,2.19E-07,
ENSMUSG00000020115,0.776580635,0.817235387,1.581054532,0.001862087,
ENSMUSG00000000938,0.775260793,0.123250013,1.152410495,1.51E-06,
ENSMUSG00000020163,0.774746262,0.138805884,-0.289039847,3.98E-26,
ENSMUSG00000032599,0.77448575,0.05564566,-0.671639005,0.001412538,
ENSMUSG00000041328,0.774245874,0.316640551,1.329240488,7.94E-12,
ENSMUSG00000034101,0.774105973,0.567707277,-0.249751595,6.31E-10,
ENSMUSG00000028127,0.772223023,0.173906124,-0.748017203,0.001230269,
ENSMUSG00000055322,0.771464562,0.408385982,0.105481007,3.63E-08,
ENSMUSG00000037443,0.770408095,0.8238285,1.0791448,8.51E-05,
ENSMUSG00000033658,0.77012775,0.004947075,0.062888708,0.00851138,
ENSMUSG00000021327,0.769674055,0.000745643,1.200617654,0.000776247,
ENSMUSG00000030655,0.768387295,4.49E-05,0.386576313,1.38E-09,
ENSMUSG00000030303,0.767760687,0.46838511,0.806408962,0.005370318,
ENSMUSG00000042507,0.767345361,0.000197624,0.209397259,0.005495409,
ENSMUSG00000046096,0.766696289,0.163071687,-0.1351723,0.000301995,
ENSMUSG00000096910,0.765654753,0.277050581,0.562635318,5.89E-06,
ENSMUSG00000064210,0.76554319,0.221073382,-0.076127911,1.38E-05,
ENSMUSG00000063952,0.764818166,0.283713335,-1.480791101,0.000912011,
ENSMUSG00000029781,0.764059104,1.25E-05,0.570671807,6.03E-05,
ENSMUSG00000030036,0.763504429,0.0797669,-0.052560213,1.58E-14,
ENSMUSG00000053080,0.763341945,3.29E-07,0.096024641,0.008912509,
ENSMUSG00000062115,0.762577108,0.013924926,-0.242114589,6.31E-13,
ENSMUSG00000061353,0.761504781,7.09E-05,-1.766588281,9.12E-05,
ENSMUSG00000046753,0.760852967,0.397081118,1.353523769,3.16E-11,
ENSMUSG00000024969,0.760814765,0.466953798,0.128535288,0.000234423,
ENSMUSG00000029458,0.759072459,0.093802935,0.327856972,4.68E-05,
ENSMUSG00000024371,0.758193196,0.706250969,-0.430389822,0.000645654,
ENSMUSG00000025352,0.758189603,0.007574106,-0.495810052,0.003467369,
ENSMUSG00000023092,0.758128114,0.000101929,0.790419142,0.000630957,
ENSMUSG00000026024,0.757515887,8.79E-05,0.038318557,0.005495409,
ENSMUSG00000000823,0.757238183,1.62E-08,-0.291499366,0.001122018,
ENSMUSG00000030768,0.756391941,0.00291579,0.634550828,0.001513561,
ENSMUSG00000025261,0.754323874,1.22E-05,0.464235948,1.58E-17,
ENSMUSG00000027276,0.754027148,0.092225089,0.63463936,0.00162181,
ENSMUSG00000072694,0.752142506,0.01221961,1.088741207,0.00676083,
ENSMUSG00000046185,0.752066228,0.030921354,1.142523874,0.00851138,
ENSMUSG00000048874,0.751754328,0.584695819,1.557006871,4.27E-08,
ENSMUSG00000040044,0.750820471,0.453135257,1.032175223,0.000389045,
ENSMUSG00000025034,0.749729598,4.01E-08,0.275774919,7.24E-06,
ENSMUSG00000044857,0.748847886,3.60E-06,0.000444727,1.17E-06,
ENSMUSG00000040123,0.747535325,6.45E-09,1.284064327,1.58E-47,
ENSMUSG00000037656,0.746870033,0.089456115,-0.820549926,7.24E-06,
ENSMUSG00000037111,0.746227189,0.832344553,-0.746129113,4.07E-06,
ENSMUSG00000058291,0.74571126,0.334727224,1.255011631,6.92E-05,
ENSMUSG00000031536,0.745283111,0.367349862,0.638102291,0.006025596,
ENSMUSG00000055013,0.745264829,0.482890881,-1.615452854,0.007413102,
ENSMUSG00000027293,0.744574774,0.332800392,-0.505110208,0.002511886,
ENSMUSG00000039512,0.744084712,1.23E-05,0.227322093,0.000371535,
ENSMUSG00000096433,0.743801731,0.011146572,1.134208086,7.94E-12,
ENSMUSG00000050144,0.742599436,0.291156998,0.092819433,4.90E-09,
ENSMUSG00000022568,0.742440973,3.68E-07,-0.635418439,0.000676083,
ENSMUSG00000028180,0.742393765,0.242945905,0.37418656,0.001584893,
ENSMUSG00000021738,0.742365669,0.009082328,-0.835013915,5.75E-05,
ENSMUSG00000033769,0.742051207,0.259280368,-1.225257284,0.005248075,
ENSMUSG00000068580,0.741768507,0.707459398,-0.530412613,0.003162278,
ENSMUSG00000041846,0.740322792,0.106258638,1.107880035,1.48E-08,
ENSMUSG00000039523,0.740256574,0.847393895,-0.687894659,0.008317638,
ENSMUSG00000061118,0.739877113,0.097262929,1.482223022,0.000371535,
ENSMUSG00000023143,0.739693218,0.690206084,0.534562124,0.003801894,
ENSMUSG00000097620,0.738848471,0.802708422,0.236513455,0.000537032,
ENSMUSG00000059447,0.738587107,0.00106619,-0.08713461,0.002511886,
ENSMUSG00000035623,0.738547823,0.003951888,2.21080321,3.39E-07,
ENSMUSG00000032557,0.738432787,3.22E-05,0.615362039,8.71E-05,
ENSMUSG00000029859,0.737029845,0.92454025,-0.42076138,0.001202264,
ENSMUSG00000056124,0.736879768,0.776743524,-0.145002414,0.006309573,
ENSMUSG00000020321,0.736196299,0.100766902,-0.158175973,0.00724436,
ENSMUSG00000022507,0.735825188,0.000348995,0.431968555,0.000114815,
ENSMUSG00000026926,0.734671479,0.006719937,1.112614973,0.000102329,
ENSMUSG00000020640,0.734499826,0.406907213,1.633616378,3.16E-19,
ENSMUSG00000090213,0.732553755,1.94E-10,-0.637364265,0.000891251,
ENSMUSG00000021311,0.732509359,0.186253762,0.196942115,0.008912509,
ENSMUSG00000035011,0.732149987,0.090097197,0.576576206,0.005495409,
ENSMUSG00000006134,0.730626899,0.104279076,-0.605587502,0.000104713,
ENSMUSG00000019841,0.729313127,0.030939375,2.532062485,5.01E-14,
ENSMUSG00000047084,0.729312786,0.000356247,0.514035642,0.005248075,
ENSMUSG00000041570,0.729014896,0.006789526,0.431747381,0.009332543,
ENSMUSG00000025354,0.728829931,0.128068857,-0.038919706,0.000512861,
ENSMUSG00000036435,0.728813482,6.77E-07,0.844499587,2.82E-10,
ENSMUSG00000042197,0.727985942,0.222686088,0.760271642,1.91E-07,
ENSMUSG00000038773,0.726056247,2.85E-05,-0.651136633,0.000151356,
ENSMUSG00000022952,0.725817795,1.22E-08,1.586975097,0.008709636,
ENSMUSG00000027710,0.725339783,0.164805057,0.899957431,0.00017378,
ENSMUSG00000022361,0.725327001,0.001125564,1.212870617,0.000354813,
ENSMUSG00000032412,0.725267749,0.099009523,0.456786325,0.008709636,
ENSMUSG00000034525,0.723868823,6.20E-10,-0.245219119,8.71E-09,
ENSMUSG00000070934,0.723864073,0.53676199,0.427921048,1.12E-06,
ENSMUSG00000035047,0.723544885,0.11443313,-0.376519934,0.002041738,
ENSMUSG00000031309,0.722895,0.316312877,-0.478865072,5.89E-05,
ENSMUSG00000007950,0.72248458,0.805023561,-0.807990098,1.17E-06,
ENSMUSG00000044786,0.722381146,0.826792508,0.527420421,7.94E-08,
ENSMUSG00000039656,0.72218245,0.997112916,-0.065050782,0.00060256,
ENSMUSG00000021277,0.721805061,0.027487989,-0.190282027,0.000707946,
ENSMUSG00000042997,0.721643576,0.527473679,0.050533756,0.000537032,
ENSMUSG00000048429,0.719510634,0.000417106,0.058713449,0.000977237,
ENSMUSG00000039285,0.71946155,0.581957621,0.79509349,0.000301995,
ENSMUSG00000027763,0.716584932,0.2824768,-0.291304825,1.00E-18,
ENSMUSG00000112302,0.716345509,0.505543787,2.445588626,0.005754399,
ENSMUSG00000005981,0.71619939,0.075377111,0.346195172,0.003162278,
ENSMUSG00000036206,0.715687823,0.008970645,0.339967329,7.08E-05,
ENSMUSG00000003279,0.715648781,0.220288798,3.391027504,0.009332543,
ENSMUSG00000017837,0.715513682,0.769757544,-0.706306475,0.008709636,
ENSMUSG00000053907,0.715475314,0.324369536,0.011164513,3.98E-34,
ENSMUSG00000019947,0.714169456,0.000161424,0.909095214,2.34E-06,
ENSMUSG00000054611,0.713494321,0.038403539,-0.188218196,0.008128305,
ENSMUSG00000035495,0.713195587,0.12247767,2.915511063,1.58E-22,
ENSMUSG00000061232,0.712871313,0.00725638,0.300066683,8.71E-07,
ENSMUSG00000009112,0.712201625,0.90773393,-0.254682256,1.82E-07,
ENSMUSG00000005899,0.711925267,0.403096715,0.047382641,0.001819701,
ENSMUSG00000053641,0.711426452,0.112779382,0.624657172,0.002137962,
ENSMUSG00000040720,0.710991662,0.066799652,1.208765655,0.00162181,
ENSMUSG00000055707,0.710978687,0.000526593,0.27428084,6.17E-07,
ENSMUSG00000049164,0.709014131,0.141320909,1.114327532,0.004168694,
ENSMUSG00000021810,0.707071496,0.010583257,0.265716061,0.000141254,
ENSMUSG00000040234,0.706606274,0.002471397,-0.563027348,0.000389045,
ENSMUSG00000027668,0.705488617,0.039732338,1.2920236,0.001479108,
ENSMUSG00000055436,0.705277028,1.78E-08,0.961256014,0.001737801,
ENSMUSG00000044217,0.705243119,0.669035236,-0.178000885,1.17E-06,
ENSMUSG00000005893,0.705006139,0.472908201,-0.209721058,9.33E-06,
ENSMUSG00000020694,0.704377078,0.272978107,0.213877627,0.001949845,
ENSMUSG00000071064,0.703893275,0.183471116,0.58608747,0.005754399,
ENSMUSG00000017376,0.703414171,0.788490169,0.822128708,6.31E-07,
ENSMUSG00000032366,0.703017436,7.71E-10,0.752881289,0.005495409,
ENSMUSG00000012296,0.702993374,0.699861976,0.310548495,3.98E-11,
ENSMUSG00000039294,0.7018556,0.379150273,0.288181979,0.000114815,
ENSMUSG00000035941,0.701575689,6.61E-08,0.075846871,3.02E-06,
ENSMUSG00000063632,0.7003437,2.05E-05,0.064203728,2.00E-05,
ENSMUSG00000007659,0.699916892,0.233863842,0.516665895,0.001148154,
ENSMUSG00000029461,0.699907899,0.014536486,0.031952287,0.000776247,
ENSMUSG00000013033,0.697719309,0.070245298,-0.678360703,0.004073803,
ENSMUSG00000022000,0.696927985,0.877973639,-0.24026308,1.82E-05,
ENSMUSG00000071456,0.696435472,0.698553639,-0.466500664,0.000870964,
ENSMUSG00000047213,0.696211144,0.062680557,0.231648448,0.002187762,
ENSMUSG00000038485,0.695704794,3.45E-08,-0.614564236,0.007079458,
ENSMUSG00000035392,0.694864408,2.57E-05,2.083492732,0.008317638,
ENSMUSG00000005267,0.694236768,0.386095051,1.612564895,0.005623413,
ENSMUSG00000039016,0.692931996,0.16449323,-0.260654705,0.002818383,
ENSMUSG00000035953,0.691750938,0.12901367,0.364935233,0.004466836,
ENSMUSG00000038145,0.691514493,0.009447893,0.645985568,0.002398833,
ENSMUSG00000035967,0.691124388,0.006774801,2.203111452,2.51E-16,
ENSMUSG00000020716,0.690293739,0.085381908,-1.136776112,0.002041738,
ENSMUSG00000112160,0.690192387,0.531312182,0.655028844,0.000229087,
ENSMUSG00000005362,0.690081552,2.28E-05,-0.535264342,2.82E-09,
ENSMUSG00000006782,0.6900404,0.004129121,-1.925553593,0.004897788,
ENSMUSG00000001150,0.689603505,9.03E-06,-0.246529593,2.75E-07,
ENSMUSG00000047731,0.689589288,0.003684026,0.296247219,0.000562341,
ENSMUSG00000001924,0.688993723,0.064201736,0.34286781,0.0000001,
ENSMUSG00000097415,0.688338469,0.952566316,0.117965979,1.74E-06,
ENSMUSG00000036894,0.688011019,0.598695028,0.409962496,0.001513561,
ENSMUSG00000018442,0.687820014,0.580982439,0.044666302,0.007762471,
ENSMUSG00000042548,0.687016121,0.012353652,-0.019596466,1.82E-05,
ENSMUSG00000009035,0.686754351,0.000575269,0.413789343,1.20E-05,
ENSMUSG00000039047,0.685734763,0.058521799,-0.039561794,0.000954993,
ENSMUSG00000031015,0.685299812,0.093549508,-0.01841542,0.000562341,
ENSMUSG00000025920,0.684821902,0.141639122,-1.680625963,0.005888437,
ENSMUSG00000068246,0.684227959,0.732755465,0.555558367,0.0001,
ENSMUSG00000001569,0.683888026,0.085903496,0.680631475,0.001096478,
ENSMUSG00000113204,0.683662375,0.868883708,1.108080752,1.23E-06,
ENSMUSG00000038503,0.683622527,0.009143947,1.073434968,0.000562341,
ENSMUSG00000061410,0.682936765,0.787456029,-0.34210215,7.24E-05,
ENSMUSG00000030386,0.68164439,0.585522171,1.001469454,1.58E-05,
ENSMUSG00000074748,0.681628572,0.001475043,0.973041367,0.00676083,
ENSMUSG00000028833,0.681623573,0.121074032,-0.351566544,0.002041738,
ENSMUSG00000051306,0.68083127,0.762797261,1.320202289,0.000131826,
ENSMUSG00000098923,0.680506293,0.137003699,1.499806031,0.006456542,
ENSMUSG00000033102,0.680230541,0.826250972,1.259945014,0.003890451,
ENSMUSG00000019975,0.680008004,0.06083016,-0.071641228,0.000501187,
ENSMUSG00000058690,0.679903192,0.000451041,0.609715717,0.004265795,
ENSMUSG00000074813,0.679834848,0.710319513,2.18163484,5.37E-06,
ENSMUSG00000025986,0.678288575,0.002760068,-0.909435573,1.66E-05,
ENSMUSG00000022463,0.678078235,2.30E-06,0.947630282,4.07E-05,
ENSMUSG00000056268,0.677434833,3.97E-06,-0.971769836,0.002041738,
ENSMUSG00000037773,0.677060831,0.869986552,0.825091853,0.000537032,
ENSMUSG00000055670,0.676906041,1.14E-07,-0.159083069,0.000389045,
ENSMUSG00000030084,0.676794337,0.012288405,0.379311023,0.000380189,
ENSMUSG00000057842,0.676720285,0.520730484,1.750218725,1.05E-06,
ENSMUSG00000025810,0.676631135,0.632910103,0.735771871,4.37E-05,
ENSMUSG00000063870,0.676511431,1.20E-06,0.415186395,2.24E-05,
ENSMUSG00000044864,0.676241279,0.000792316,-0.561213023,9.33E-07,
ENSMUSG00000027365,0.673199735,0.920511235,3.503286197,2.51E-19,
ENSMUSG00000059495,0.672817488,0.037587633,-0.116670122,0.002290868,
ENSMUSG00000070923,0.672235224,0.365370604,1.048715664,1.26E-26,
ENSMUSG00000020935,0.672142557,0.002666882,2.981720971,7.94E-31,
ENSMUSG00000025153,0.672057853,0.38522053,0.031125298,1.91E-06,
ENSMUSG00000019261,0.671744919,0.047253226,-0.496982167,7.94E-22,
ENSMUSG00000021488,0.670768939,3.56E-07,0.930596437,0.002570396,
ENSMUSG00000034574,0.670693741,0.245622672,-0.258440012,0.00018197,
ENSMUSG00000028664,0.670440593,9.50E-06,-0.123116405,0.005888437,
ENSMUSG00000025791,0.669760161,1.60E-06,0.421044833,0.004073803,
ENSMUSG00000066839,0.669696142,0.358332837,0.13194224,0.000812831,
ENSMUSG00000093445,0.667979174,0.846989497,-0.361042243,0.00144544,
ENSMUSG00000023030,0.667344876,0.000199631,0.104098422,2.40E-07,
ENSMUSG00000032187,0.66620444,0.508785665,0.518734804,7.76E-05,
ENSMUSG00000028344,0.665940992,0.116229896,-0.730048217,0.000776247,
ENSMUSG00000021706,0.665451139,1.53E-05,0.781291371,0.006025596,
ENSMUSG00000024831,0.664823195,0.454361168,-0.958285489,6.17E-07,
ENSMUSG00000028049,0.664004037,0.267149281,0.171991666,0.000229087,
ENSMUSG00000097042,0.663420944,0.022515274,1.582472996,2.40E-07,
ENSMUSG00000028035,0.662900086,0.344010845,0.498257517,0.000616595,
ENSMUSG00000071054,0.662107222,0.767192134,0.430069231,0.000162181,
ENSMUSG00000005615,0.662106209,0.002133467,1.552174365,3.80E-06,
ENSMUSG00000044496,0.66177063,0.015345394,-0.397445246,3.47E-06,
ENSMUSG00000026803,0.661660396,0.483013091,1.194622784,4.17E-06,
ENSMUSG00000063145,0.66122249,0.000586659,0.012938153,0.002884032,
ENSMUSG00000027678,0.661019173,0.606033355,-0.21082425,2.19E-08,
ENSMUSG00000027706,0.658526406,0.049232821,0.264085838,5.01E-20,
ENSMUSG00000000959,0.658369252,0.116652176,-0.646257055,0.002511886,
ENSMUSG00000048965,0.658028708,0.23645999,-0.175291699,0.001258925,
ENSMUSG00000040795,0.656866391,0.725453705,0.034712453,1.29E-06,
ENSMUSG00000049739,0.65511344,0.003187391,0.586645808,0.001174898,
ENSMUSG00000040877,0.655047855,0.800668159,-1.249278389,1.70E-05,
ENSMUSG00000038871,0.655000428,0.865856024,0.120881968,3.80E-05,
ENSMUSG00000031691,0.654777731,0.005538103,-0.525925705,5.25E-06,
ENSMUSG00000003166,0.654634243,0.557959003,-1.127726967,1.26E-13,
ENSMUSG00000074158,0.654546481,0.72948739,1.804552591,0.000380189,
ENSMUSG00000030032,0.652966194,0.842624888,-0.135326643,9.33E-10,
ENSMUSG00000039473,0.650820644,6.35E-11,-1.009963888,3.72E-06,
ENSMUSG00000029027,0.650497355,0.030023535,1.293971774,0.00128825,
ENSMUSG00000042447,0.65035614,0.933833887,1.523954365,4.17E-08,
ENSMUSG00000024298,0.650350993,0.762176416,1.352596617,4.79E-10,
ENSMUSG00000028163,0.650249698,0.008469212,0.625162658,0.004570882,
ENSMUSG00000022185,0.649877395,0.679610452,-0.534917685,0.003235937,
ENSMUSG00000027333,0.648258886,0.382718533,0.050022992,0.002884032,
ENSMUSG00000102425,0.64805913,0.856018366,-1.057760838,0.001202264,
ENSMUSG00000002948,0.647990171,0.055238458,-0.327670461,0.007762471,
ENSMUSG00000023079,0.647952653,4.68E-06,-0.222220808,7.08E-06,
ENSMUSG00000031631,0.647854288,0.276196017,1.232168276,1.95E-09,
ENSMUSG00000029569,0.647474959,0.303335033,0.468004806,0.002511886,
ENSMUSG00000021484,0.647062536,0.587098668,-0.827353453,2.88E-09,
ENSMUSG00000042492,0.646315844,5.51E-05,-0.357146069,2.29E-06,
ENSMUSG00000031010,0.646091847,0.849307472,0.277092886,0.00074131,
ENSMUSG00000030410,0.645337773,0.362146493,-0.110105669,1.26E-15,
ENSMUSG00000040321,0.645313695,0.111790695,0.699866791,1.00E-11,
ENSMUSG00000079036,0.644894663,0.417094058,-0.198342592,0.000489779,
ENSMUSG00000098843,0.644617526,0.704915481,-2.077406181,0.005248075,
ENSMUSG00000047030,0.644594013,0.11006135,-0.795758186,0.000316228,
ENSMUSG00000025369,0.644194488,0.019218315,0.964646989,5.13E-05,
ENSMUSG00000048807,0.642029815,0.061361275,-0.395964113,5.01E-33,
ENSMUSG00000024101,0.641149895,0.000150165,0.539141289,0.004168694,
ENSMUSG00000025332,0.641085143,0.006953134,0.136477322,0.001348963,
ENSMUSG00000033542,0.640897773,4.82E-09,1.252902744,0.0001,
ENSMUSG00000042323,0.640424962,0.881534806,0.999300223,0.003090295,
ENSMUSG00000084808,0.639820582,0.379098463,-1.531388508,0.002041738,
ENSMUSG00000020876,0.638765752,0.030108813,1.801634028,0.004365158,
ENSMUSG00000020902,0.638438059,0.031087637,-0.100440777,1.66E-05,
ENSMUSG00000026872,0.638337377,0.792454076,-1.046540486,7.94E-05,
ENSMUSG00000043419,0.637453316,0.79017004,2.604973284,0.004168694,
ENSMUSG00000042570,0.637132755,0.034708395,-0.248708516,0.004365158,
ENSMUSG00000037876,0.63684257,1.99E-05,1.733793542,1.26E-91,
ENSMUSG00000037349,0.635972136,0.957733287,-0.816880055,5.25E-07,
ENSMUSG00000005501,0.635948273,0.021028202,-0.717874602,1.05E-07,
ENSMUSG00000026254,0.635880567,0.029109061,-0.462952248,6.92E-05,
ENSMUSG00000034377,0.635017212,0.001070737,-0.195743778,2.82E-05,
ENSMUSG00000048277,0.634755824,0.059543052,-0.391340822,7.94E-12,
ENSMUSG00000031667,0.633340169,2.00E-06,-0.241501213,1.20E-06,
ENSMUSG00000023010,0.632827293,0.077887239,0.095995939,2.51E-21,
ENSMUSG00000031889,0.631828896,0.081393351,-0.186578983,5.50E-05,
ENSMUSG00000026198,0.630037531,0.229336137,-0.09972663,6.31E-06,
ENSMUSG00000035629,0.629613738,3.20E-05,-0.068196788,0.003162278,
ENSMUSG00000015837,0.629255672,0.116221557,0.296412972,0.000165959,
ENSMUSG00000063714,0.629246005,0.317385985,-0.914513346,0.000724436,
ENSMUSG00000020097,0.62855872,0.001527123,2.084401969,0.009332543,
ENSMUSG00000069727,0.628296509,0.155877267,1.164695925,1.26E-11,
ENSMUSG00000052105,0.628158892,1.91E-05,-0.786901737,0.000229087,
ENSMUSG00000019437,0.62814597,0.001336042,-0.544342619,1.00E-10,
ENSMUSG00000032398,0.627948311,0.365384202,1.287970154,0.000151356,
ENSMUSG00000033943,0.62766509,0.003843776,1.348181526,6.31E-20,
ENSMUSG00000020886,0.625962409,0.040829181,-0.458718209,0.001318257,
ENSMUSG00000090362,0.625698093,0.329573885,0.974238856,0.000416869,
ENSMUSG00000052040,0.625139581,0.10086436,-0.785956191,0.000588844,
ENSMUSG00000013846,0.624337224,0.000945027,0.480371052,0.000758578,
ENSMUSG00000030126,0.623797266,0.117619131,-1.077737623,0.003467369,
ENSMUSG00000020524,0.623698678,0.752131572,1.287543884,0.002630268,
ENSMUSG00000041697,0.623515257,0.474268896,-0.125574254,3.02E-09,
ENSMUSG00000020741,0.623402806,0.135777436,-0.734345048,2.00E-17,
ENSMUSG00000031545,0.622004085,0.00069473,0.431591988,0.000524807,
ENSMUSG00000011960,0.621370152,0.273209036,0.320211311,6.92E-07,
ENSMUSG00000034210,0.620836321,0.553073943,-1.052180204,0.000467735,
ENSMUSG00000097333,0.62078177,0.190470314,1.194199491,6.46E-06,
ENSMUSG00000026088,0.619806604,0.196267808,1.485653384,0.001202264,
ENSMUSG00000024592,0.619592712,0.10751686,0.864827194,0.001230269,
ENSMUSG00000026219,0.618625505,2.13E-07,0.300551031,5.13E-10,
ENSMUSG00000029050,0.618135788,0.013459772,0.192734664,0.000158489,
ENSMUSG00000022994,0.617078324,2.27E-07,0.392526125,0.000660693,
ENSMUSG00000025351,0.616473313,0.267115586,0.991227363,7.94E-12,
ENSMUSG00000027341,0.615676846,0.004402182,-0.489772533,0.00691831,
ENSMUSG00000000627,0.615634981,0.478512174,-0.535369021,0.001995262,
ENSMUSG00000054312,0.615308494,0.008882704,0.148139781,0.005623413,
ENSMUSG00000002524,0.613362625,0.000608772,0.027014471,0.000151356,
ENSMUSG00000061028,0.612863341,0.074732404,-0.22186526,0.004466836,
ENSMUSG00000038776,0.612177551,0.013464562,-0.153702353,0.008709636,
ENSMUSG00000038039,0.611536346,0.567661282,0.379766918,0.000186209,
ENSMUSG00000063108,0.611005326,0.000754391,0.746114265,2.63E-08,
ENSMUSG00000037262,0.609619966,0.097134224,0.866127185,5.01E-23,
ENSMUSG00000030304,0.609460895,0.033831957,-0.595125243,0.001513561,
ENSMUSG00000022305,0.609361518,0.024406054,0.653183732,2.69E-06,
ENSMUSG00000025575,0.608888971,0.000258957,-1.211692466,5.62E-06,
ENSMUSG00000037112,0.608728431,0.308623639,-0.58198112,0.000467735,
ENSMUSG00000038991,0.60794112,0.000239721,0.483674023,7.94E-31,
ENSMUSG00000031229,0.606904871,0.030776602,-0.110916976,8.71E-05,
ENSMUSG00000026867,0.606378452,0.168070199,0.401567481,2.57E-08,
ENSMUSG00000086413,0.604685532,0.459105675,-0.22730677,0.00616595,
ENSMUSG00000023972,0.604622243,0.008292972,-0.132733776,0.000223872,
ENSMUSG00000095253,0.604129062,0.021677995,0.508649326,0.000588844,
ENSMUSG00000007989,0.603402907,0.693737203,-0.893277071,0.003467369,
ENSMUSG00000037185,0.602821215,0.10712069,0.662793775,0.000316228,
ENSMUSG00000024944,0.602590337,0.047568824,-0.533876877,1.23E-05,
ENSMUSG00000052155,0.602389504,0.000379185,1.203560016,0.001659587,
ENSMUSG00000068732,0.602010787,8.49E-05,0.110349842,2.51E-14,
ENSMUSG00000038152,0.601545007,0.990229963,1.427802886,0.001148154,
ENSMUSG00000026510,0.601381198,0.14425128,1.10128578,4.57E-08,
ENSMUSG00000001424,0.600263649,0.006877783,0.080715754,8.91E-09,
ENSMUSG00000019578,0.599551312,0.719940749,0.295077057,2.69E-05,
ENSMUSG00000048271,0.599449957,0.031286236,1.555608214,3.47E-07,
